# AUTO-GENERATED from /Users/caulisnomoto/caulis-repo/nimt-detection-service/src/main/java/jp/caulis/nimt/customfunction/CFVar.java
# format: variable|type|api|description
# partialKey=true は prefix_* として出力される

fa_loginSuccessRateAtOtherSitesByIp|Float|All|ログイン検知の結果から取得したloginSuccessRateAtOtherSitesByIpの値
fa_loginSuccessRateAtSameIndustryByCookie|Float|All|ログイン検知の結果から取得したloginSuccessRateAtSameIndustryByCookieの値
fa_loginSuccessRateAtSameIndustryByIp|Float|All|ログイン検知の結果から取得したloginSuccessRateAtSameIndustryByIpの値
fa_loginSuccessRateAtThisSite|Float|All|ログイン検知の結果から取得したloginSuccessRateAtThisSiteの値
fa_loginSuccessRateAtThisSiteByCookie|Float|All|ログイン検知の結果から取得したloginSuccessRateAtThisSiteByCookieの値
fa_loginSuccessRateAtThisSiteByIp|Float|All|ログイン検知の結果から取得したloginSuccessRateAtThisSiteByIpの値
fa_longitude|Float|All|ログイン検知の結果から取得したlongitudeの値
fa_magneticHeading|Float|All|ログイン検知の結果から取得したmagneticHeadingの値
fa_mailDomain|String|All|ログイン検知の結果から取得したmailDomainの値
fa_manufacturer|String|All|ログイン検知の結果から取得したmanufacturerの値
fa_manufacturerModel|String|All|ログイン検知の結果から取得したmanufacturerModelの値
fa_meid|String|All|ログイン検知の結果から取得したmeidの値
fa_message|String|All|ログイン検知の結果から取得したmessageの値
fa_model|String|All|ログイン検知の結果から取得したmodelの値
fa_mostSubDivision|String|All|ログイン検知の結果から取得したmostSubDivisionの値
fa_noCharge|Boolean|All|ログイン検知の結果から取得したnoChargeの値
fa_numberOfApplications|Float|All|ログイン検知の結果から取得したnumberOfApplicationsの値
fa_orderedPriorityLanguages|String|All|ログイン検知の結果から取得したorderedPriorityLanguagesの値
fa_organizationName|String|All|ログイン検知の結果から取得したorganizationNameの値
fa_orientation|String|All|ログイン検知の結果から取得したorientationの値
fa_os|String|All|ログイン検知の結果から取得したosの値
fa_osGroup|String|All|ログイン検知の結果から取得したosGroupの値
fa_pageGenerationTime|Float|All|ログイン検知の結果から取得したpageGenerationTimeの値
fa_passwordLock|Boolean|All|ログイン検知の結果から取得したpasswordLockの値
fa_pdfPlugin|Boolean|All|ログイン検知の結果から取得したpdfPluginの値
fa_priorityLanguage|String|All|ログイン検知の結果から取得したpriorityLanguageの値
fa_product|String|All|ログイン検知の結果から取得したproductの値
fa_provider|String|All|ログイン検知の結果から取得したproviderの値
fa_providerCountGroupedByCaulisCookieOnThisSiteOn12H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByCaulisCookieOnThisSiteOn12Hの値
fa_providerCountGroupedByCaulisCookieOnThisSiteOn1H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByCaulisCookieOnThisSiteOn1Hの値
fa_providerCountGroupedByCaulisCookieOnThisSiteOn24H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByCaulisCookieOnThisSiteOn24Hの値
fa_providerCountGroupedByCaulisCookieOnThisSiteOn6H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByCaulisCookieOnThisSiteOn6Hの値
fa_providerCountGroupedByUserHashOnThisSiteOn12H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByUserHashOnThisSiteOn12Hの値
fa_providerCountGroupedByUserHashOnThisSiteOn1H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByUserHashOnThisSiteOn1Hの値
fa_providerCountGroupedByUserHashOnThisSiteOn24H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByUserHashOnThisSiteOn24Hの値
fa_providerCountGroupedByUserHashOnThisSiteOn6H|Float|All|ログイン検知の結果から取得したproviderCountGroupedByUserHashOnThisSiteOn6Hの値
fa_proximityMonitoring|Boolean|All|ログイン検知の結果から取得したproximityMonitoringの値
fa_proxyIPAddresses|String|All|ログイン検知の結果から取得したproxyIPAddressesの値
fa_quickTimePlugin|Boolean|All|ログイン検知の結果から取得したquickTimePluginの値
fa_radio|String|All|ログイン検知の結果から取得したradioの値
fa_realPlayerPlugin|Boolean|All|ログイン検知の結果から取得したrealPlayerPluginの値
fa_reason|String|All|ログイン検知の結果から取得したreasonの値
fa_referralTimeStamp|Float|All|ログイン検知の結果から取得したreferralTimeStampの値
fa_registeredIpAddress|String|All|ログイン検知の結果から取得したregisteredIpAddressの値
fa_relativeSuspiciousValue|Float|All|ログイン検知の結果から取得したrelativeSuspiciousValueの値
fa_remoteIpAddress|String|All|ログイン検知の結果から取得したremoteIpAddressの値
fa_requestHost|String|All|ログイン検知の結果から取得したrequestHostの値
fa_requestId|String|All|ログイン検知の結果から取得したrequestIdの値
fa_screenBrightness|Float|All|ログイン検知の結果から取得したscreenBrightnessの値
fa_screenDiagonal|Float|All|ログイン検知の結果から取得したscreenDiagonalの値
fa_screenId|String|All|ログイン検知の結果から取得したscreenIdの値
fa_screenResolution|String|All|ログイン検知の結果から取得したscreenResolutionの値
fa_screenTransition|String|All|ログイン検知の結果から取得したscreenTransitionの値
fa_sdkInfo|String|All|ログイン検知の結果から取得したsdkInfoの値
fa_sdkKind|String|All|ログイン検知の結果から取得したsdkKindの値
fa_serialNumber|String|All|ログイン検知の結果から取得したserialNumberの値
fa_server|String|All|ログイン検知の結果から取得したserverの値
fa_serverTimestamp|Float|All|ログイン検知の結果から取得したserverTimestampの値
fa_sessionId|String|All|ログイン検知の結果から取得したsessionIdの値
fa_sfSafariViewController|Boolean|All|ログイン検知の結果から取得したsfSafariViewControllerの値
fa_silentMode|Float|All|ログイン検知の結果から取得したsilentModeの値
fa_silverlightPlugin|Boolean|All|ログイン検知の結果から取得したsilverlightPluginの値
fa_siteId|String|All|ログイン検知の結果から取得したsiteIdの値
fa_splanguage|String|All|ログイン検知の結果から取得したsplanguageの値
fa_stepCounter|Boolean|All|ログイン検知の結果から取得したstepCounterの値
fa_storageTotal|Float|All|ログイン検知の結果から取得したstorageTotalの値
fa_storageUsed|Float|All|ログイン検知の結果から取得したstorageUsedの値
fa_streamAlarm|Float|All|ログイン検知の結果から取得したstreamAlarmの値
fa_streamDtmf|Float|All|ログイン検知の結果から取得したstreamDtmfの値
fa_streamMusic|Float|All|ログイン検知の結果から取得したstreamMusicの値
fa_streamNotification|Float|All|ログイン検知の結果から取得したstreamNotificationの値
fa_streamRing|Float|All|ログイン検知の結果から取得したstreamRingの値
fa_streamSystem|Float|All|ログイン検知の結果から取得したstreamSystemの値
fa_streamVoiceCall|Float|All|ログイン検知の結果から取得したstreamVoiceCallの値
fa_suspiciousByKind_*|Float|All|ログイン検知の結果から取得したsuspiciousByKindの値
fa_sysLanguage|String|All|ログイン検知の結果から取得したsysLanguageの値
fa_systemName|String|All|ログイン検知の結果から取得したsystemNameの値
fa_systemVersion|String|All|ログイン検知の結果から取得したsystemVersionの値
fa_tags|String|All|ログイン検知の結果から取得したtagsの値
fa_temperature|Float|All|ログイン検知の結果から取得したtemperatureの値
fa_terminalId|String|All|ログイン検知の結果から取得したterminalIdの値
fa_terminalId_firstParty|String|All|ログイン検知の結果から取得したterminalId_firstPartyの値
fa_timestamp|Float|All|ログイン検知の結果から取得したtimestampの値
fa_timezone|String|All|ログイン検知の結果から取得したtimezoneの値
fa_totalSuspiciousValue|Float|All|ログイン検知の結果から取得したtotalSuspiciousValueの値
fa_traceId|String|All|ログイン検知の結果から取得したtraceIdの値
fa_type|String|All|ログイン検知の結果から取得したtypeの値
fa_unknown|String|All|ログイン検知の結果から取得したunknownの値
fa_url|String|All|ログイン検知の結果から取得したurlの値
fa_user|String|All|ログイン検知の結果から取得したuserの値
fa_userAgentId|Float|All|ログイン検知の結果から取得したuserAgentIdの値
fa_userAgentString|String|All|ログイン検知の結果から取得したuserAgentStringの値
fa_userCountGroupedByCookieOnAllSite|Float|All|ログイン検知の結果から取得したuserCountGroupedByCookieOnAllSiteの値
fa_userCountGroupedByCookieOnThisSite|Float|All|ログイン検知の結果から取得したuserCountGroupedByCookieOnThisSiteの値
fa_userCountGroupedByCookieOnThisSiteOn12H|Float|All|ログイン検知の結果から取得したuserCountGroupedByCookieOnThisSiteOn12Hの値
fa_userCountGroupedByCookieOnThisSiteOn1H|Float|All|ログイン検知の結果から取得したuserCountGroupedByCookieOnThisSiteOn1Hの値
fa_userCountGroupedByCookieOnThisSiteOn24H|Float|All|ログイン検知の結果から取得したuserCountGroupedByCookieOnThisSiteOn24Hの値
fa_userCountGroupedByCookieOnThisSiteOn6H|Float|All|ログイン検知の結果から取得したuserCountGroupedByCookieOnThisSiteOn6Hの値
fa_userHash|String|All|ログイン検知の結果から取得したのuserHash値
fa_userHashCountGroupedByCookie|Float|All|ログイン検知の結果から取得したuserHashCountGroupedByCookieの値
fa_userHashCountGroupedByIpAddress|Float|All|ログイン検知の結果から取得したuserHashCountGroupedByIpAddressの値
fa_userLanguage|String|All|ログイン検知の結果から取得したuserLanguageの値
fa_versionCodename|String|All|ログイン検知の結果から取得したversionCodenameの値
fa_versionIncremental|Float|All|ログイン検知の結果から取得したversionIncrementalの値
fa_versionRelease|String|All|ログイン検知の結果から取得したversionReleaseの値
fa_versionSdk|String|All|ログイン検知の結果から取得したversionSdkの値
fa_versionSdkInt|Float|All|ログイン検知の結果から取得したのversionSdkInt値
fa_visitCount|Float|All|ログイン検知の結果から取得したvisitCountの値
fa_webViewVersion|String|All|ログイン検知の結果から取得したwebViewVersionの値
fa_wifiConnection|Boolean|All|ログイン検知の結果から取得したwifiConnectionの値
fa_wifiEnable|Boolean|All|ログイン検知の結果から取得したwifiEnableの値
fa_windowsMediaPlugin|Boolean|All|ログイン検知の結果から取得したwindowsMediaPluginの値
fa_wkWebView|Boolean|All|ログイン検知の結果から取得したwkWebViewの値
geoDbKindPrefix|String|All|ジオロケーションの種類。P:PrivacyRelay, D:DB-Ip, M:MaxMind 
geoNameId|Float|All|IPアドレスから導出したGeoNameId
httpMethod|String|All|リクエストに使用されたHTTPメソッド
isAddressChanged|Boolean|InformationChange|住所変更の際はtrue。
isDestinationAccountClosed|Boolean|Withdrawal|送金先口座が解約済みかどうか。送金先口座が解約済の場合true。
isDestinationAccountFrozen|Boolean|Withdrawal|送金先口座が凍結済みかどうか。送金先口座が凍結口座の場合true。
isDestinationAccountNotFound|Boolean|Withdrawal|送金先口座が存在しないかどうか。送金先口座が存在しない場合true。
isDestinationAccountUnderSurveillance|Boolean|Withdrawal|仕向先口座が送金前チェックを行う事業者の監視対象口座かどうか。監視対象口座の場合true。
isInsufficientFunds|Boolean|Withdrawal|残高不足かどうか。残高が不足していたらtrue。
isPairAccount|Boolean|Deposit,Withdrawal|仕向元口座と仕向先口座が紐付けされている場合true
isRemitterAndRemitteeAccountNameKanaMatch|Boolean|Withdrawal|仕向元口座の口座名義人フリガナと仕向先口座の口座名義人フリガナが一致している場合true。
isRemitterAndRemitteeFamilyNameKanaMatch|Boolean|Withdrawal|仕向元口座の口座名義人フリガナと仕向先口座の口座名義人フリガナの姓が一致している場合true。口座名義人フリガナの姓は 1.accountHolderFamilyNameKana 2.accountHolderKanaのスペースで区切り1個目の値 の順で取得できたものが設定される
isRemitterNameAndRemitteeAccountNameKanaMatch|Boolean|Withdrawal,Deposit|振込依頼人名と仕向先口座の口座名義人フリガナが一致している場合true。
isRemitterNameAndRemitteeFamilyNameKanaMatch|Boolean|Withdrawal,Deposit|振込依頼人名と仕向先口座の口座名義人フリガナの姓が一致している場合true。 口座名義人フリガナの姓は 1.accountHolderFamilyNameKana 2.accountHolderKanaのスペースで区切り1個目の値 の順で取得できたものが設定される
isRemitterNameChanged|Boolean|Withdrawal|振込依頼人名が仕向元口座の口座名義人フリガナと不一致(振込依頼人名変更)の場合true。
isRemitterNameIncludeRemitterAccountNameKana|Boolean|Withdrawal|振込依頼人名に仕向元口座の口座名義人フリガナが含まれている場合true。
isSourceAccountUnderSurveillance|Boolean|Withdrawal|仕向元口座が送金前チェックを行う事業者の監視対象口座かどうか。監視対象口座の場合true。
isTransactionCallAuthFailure|Boolean|Withdrawal|取引時電話認証が失敗かどうか。認証失敗に該当したらtrue。
isTransactionMailAuthFailure|Boolean|Withdrawal|取引時メール認証が失敗かどうか。認証失敗に該当したらtrue。
isTransactionOTPAuthFailure|Boolean|Withdrawal|取引時OTP認証が失敗かどうか。認証失敗に該当したらtrue。
isTransactionOtherAuthFailure|Boolean|Withdrawal|取引時のその他認証が失敗かどうか。失敗に該当したらtrue。
isTransactionPasskeyAuthFailure|Boolean|Withdrawal|取引時パスキー認証が失敗かどうか。認証失敗に該当したらtrue。
isTransactionPasswordAuthFailure|Boolean|Withdrawal|取引時パスワード認証が失敗かどうか。認証失敗に該当したらtrue。
isTransactionRNDAuthFailure|Boolean|Withdrawal|取引時乱数表認証が失敗かどうか。認証失敗に該当したらtrue。
isTransactionSMSAuthFailure|Boolean|Withdrawal|取引時SMS認証が失敗かどうか。認証失敗に該当したらtrue。
isTransferAmountOverLimit|Boolean|Withdrawal|送金限度額超過かどうか。送金限度額超過していたらtrue。
isWeekday|Boolean|All|平日の場合、true
lastName|String|All|直近の送金時の送金名義
lastTransferLimitDifferencePerDay|Float|InformationChange|前回変更時の1日あたりの振込限度額の変更幅
lastTransferLimitDifferencePerTransaction|Float|InformationChange|前回変更時の1回あたりの振込限度額の変更幅
lastTransferLimitPerDay|Float|InformationChange|前回変更時の1日あたりの振込限度額
lastTransferLimitPerTransaction|Float|InformationChange|前回変更時の1回あたりの振込限度額
latestAccessCountriesLast10Mins|String|All|過去10分間にアクセスがあった国コード
latestAccessCountriesLast1Day|String|All|過去1日にアクセスがあった国コード
latestAccessCountriesLast1Hour|String|All|過去1時間にアクセスがあった国コード
latestAccessCountriesLast6Hour|String|All|過去6時間にアクセスがあった国コード
latitude|Float|All|IPアドレスから導出した緯度
leastSubDivision|String|All|IPアドレスから導出した都道府県名
linkedAccountNumber|Float|InformationChange|自口座が紐付けている口座数
loginIdChangeCountLast10Mins|Float|All|過去10分間のログインID変更回数
loginIdChangeCountLast1Day|Float|All|過去1日のログインID変更回数
loginIdChangeCountLast1Hour|Float|All|過去1時間のログインID変更回数
loginIdChangeCountLast1Month|Float|All|過去1か月のログインID変更回数
loginIdChangeCountLast1Week|Float|All|過去1週間のログインID変更回数
loginIdChangeCountLast6Hour|Float|All|過去6時間のログインID変更回数
loginIdChangeLatestChangeTime|Object|All|ログインIDの直近の変更日時を表すUNIXタイムスタンプ
loginIdChangeLatestChangeTimeFloat|Float|All|ログインIDの直近の変更日時を表すUNIXタイムスタンプ
loginIdChangeType|String|InformationChange|ログインIDの登録または変更が行われた際の変更情報。「change」を指定。
loginPasswordChangeCountLast10Mins|Float|All|過去10分間のログインパスワード変更回数
loginPasswordChangeCountLast1Day|Float|All|過去1日のログインパスワード変更回数
loginPasswordChangeCountLast1Hour|Float|All|過去1時間のログインパスワード変更回数
loginPasswordChangeCountLast1Month|Float|All|過去1か月のログインパスワード変更回数
loginPasswordChangeCountLast1Week|Float|All|過去1週間のログインパスワード変更回数
loginPasswordChangeCountLast6Hour|Float|All|過去6時間のログインパスワード変更回数
loginPasswordChangeLatestChangeTime|Object|All|ログインパスワードの直近の変更日時を表すUNIXタイムスタンプ
loginPasswordChangeLatestChangeTimeFloat|Float|All|ログインパスワードの直近の変更日時を表すUNIXタイムスタンプ
loginPasswordChangeType|String|InformationChange|ログインパスワードの変更・再設定が行われた際の変更情報。 ログイン後にログインパスワードを変更した場合、「change」 ログインパスワードを忘れてログインできず、メール・電話・SMS・コールセンターなどによる本人確認後にパスワード再設定が行われた場合、「reset」
loginPasswordResetCountLast10Mins|Float|All|過去10分間のログインパスワード再設定回数
loginPasswordResetCountLast1Day|Float|All|過去1日のログインパスワード再設定回数
loginPasswordResetCountLast1Hour|Float|All|過去1時間のログインパスワード再設定回数
loginPasswordResetCountLast1Month|Float|All|過去1か月のログインパスワード再設定回数
loginPasswordResetCountLast1Week|Float|All|過去1週間のログインパスワード再設定回数
loginPasswordResetCountLast6Hour|Float|All|過去6時間のログインパスワード再設定回数
loginPasswordResetLatestChangeTime|Object|All|ログインパスワードの直近の再設定日時を表すUNIXタイムスタンプ
loginPasswordResetLatestChangeTimeFloat|Float|All|ログインパスワードの直近の再設定日時を表すUNIXタイムスタンプ
longitude|Float|All|IPアドレスから導出した経度
mostSubDivision|String|All|IPアドレスから導出した市町村名
name|String|Deposit,Withdrawal|送金依頼名義。半角（日本語は半角カタカナ）
nowHour|Float|All|エンドユーザーのリクエスト日時もしくはNIMTD-APIの処理日時における「時」（0～23）（UTC時刻表記）
nowHourJST|Float|All|エンドユーザーのリクエスト日時もしくはNIMTD-APIの処理日時における「時」（0～23）（JST時刻表記）
oneDay|Float|All|1日をミリ秒で表現した値
oneHour|Float|All|1時間をミリ秒で表現した値
oneMinute|Float|All|1分をミリ秒で表現した値
oppositeStatsCountsRemitterAccountCount10Minutes|Float|Deposit,Withdrawal,AddRelatedAccount,DeleteRelatedAccount|送金先口座/紐付き先口座/入金元口座の相手口座が過去10分間にいくつの口座から送金されたか
oppositeStatsCountsRemitterAccountCount1Day|Float|Deposit,Withdrawal,AddRelatedAccount,DeleteRelatedAccount|送金先口座/紐付き先口座/入金元口座の相手口座が過去1日にいくつの口座から送金されたか
oppositeStatsCountsRemitterAccountCount1Hour|Float|Deposit,Withdrawal,AddRelatedAccount,DeleteRelatedAccount|送金先口座/紐付き先口座/入金元口座の相手口座が過去1時間にいくつの口座から送金されたか
oppositeStatsCountsRemitterAccountCount1Month|Float|Deposit,Withdrawal,AddRelatedAccount,DeleteRelatedAccount|送金先口座/紐付き先口座/入金元口座の相手口座が過去1か月にいくつの口座から送金されたか
oppositeStatsCountsRemitterAccountCount1Week|Float|Deposit,Withdrawal,AddRelatedAccount,DeleteRelatedAccount|送金先口座/紐付き先口座/入金元口座の相手口座が過去1週間にいくつの口座から送金されたか
oppositeStatsCountsRemitterAccountCount6Hour|Float|Deposit,Withdrawal,AddRelatedAccount,DeleteRelatedAccount|送金先口座/紐付き先口座/入金元口座の相手口座が過去6時間にいくつの口座から送金されたか
organizationName|String|All|IPアドレスから導出したプロバイダの組織名
os|String|All|ユーザエージェントから導出したOS
osGroup|String|All|ユーザエージェントから導出したOSグループ
phoneNumber|String|InformationChange|基本情報変更検知時の口座の登録電話番号。半角数字のみ（ハイフンは含めない）。国番号を含めた国際電話番号の形式。数字のみで構成し「+」や「-」は使用しない
phoneNumberChangeCountLast10Mins|Float|All|過去10分間の電話番号変更回数
phoneNumberChangeCountLast1Day|Float|All|過去1日の電話番号変更回数
phoneNumberChangeCountLast1Hour|Float|All|過去1時間の電話番号変更回数
phoneNumberChangeCountLast1Month|Float|All|過去1か月の電話番号変更回数
phoneNumberChangeCountLast1Week|Float|All|過去1週間の電話番号変更回数
phoneNumberChangeCountLast6Hour|Float|All|過去6時間の電話番号変更回数
phoneNumberHash|String|Deposit,Withdrawal|口座の登録電話番号。
phoneNumberLatestChangeTime|Object|All|電話番号の直近の変更日時を表すUNIXタイムスタンプ
phoneNumberLatestChangeTimeFloat|Float|All|電話番号の直近の変更日時を表すUNIXタイムスタンプ
phoneNumberSecondaryChangeCountLast10Mins|Float|All|過去10分間の電話番号（副）変更回数
phoneNumberSecondaryChangeCountLast1Day|Float|All|過去1日の電話番号（副）変更回数
phoneNumberSecondaryChangeCountLast1Hour|Float|All|過去1時間の電話番号（副）変更回数
phoneNumberSecondaryChangeCountLast1Month|Float|All|過去1か月の電話番号（副）変更回数
phoneNumberSecondaryChangeCountLast1Week|Float|All|過去1週間の電話番号（副）変更回数
phoneNumberSecondaryChangeCountLast6Hour|Float|All|過去6時間の電話番号（副）変更回数
phoneNumberSecondaryLatestChangeTime|Object|All|電話番号（副）の直近の変更日時を表すUNIXタイムスタンプ
phoneNumberSecondaryLatestChangeTimeFloat|Float|All|電話番号（副）の直近の変更日時を表すUNIXタイムスタンプ
phoneNumberTertiaryChangeCountLast10Mins|Float|All|過去10分間の電話番号（副々）変更回数
phoneNumberTertiaryChangeCountLast1Day|Float|All|過去1日の電話番号（副々）変更回数
phoneNumberTertiaryChangeCountLast1Hour|Float|All|過去1時間の電話番号（副々）変更回数
phoneNumberTertiaryChangeCountLast1Month|Float|All|過去1か月の電話番号（副々）変更回数
phoneNumberTertiaryChangeCountLast1Week|Float|All|過去1週間の電話番号（副々）変更回数
phoneNumberTertiaryChangeCountLast6Hour|Float|All|過去6時間の電話番号（副々）変更回数
phoneNumberTertiaryLatestChangeTime|Object|All|電話番号（副々）の直近の変更日時を表すUNIXタイムスタンプ
phoneNumberTertiaryLatestChangeTimeFloat|Float|All|電話番号（副々）の直近の変更日時を表すUNIXタイムスタンプ
phoneNumber_primary|String|InformationChange|基本情報変更検知時の口座の登録電話番号。半角数字のみ（ハイフンは含めない）。国番号を含めた国際電話番号の形式。数字のみで構成し「+」や「-」は使用しない
phoneNumber_secondary|String|Deposit,Withdrawal,InformationChange|口座の登録電話番号（副）。半角数字のみ（ハイフンは含めない）。国番号を含めた国際電話番号の形式。数字のみで構成し「+」や「-」は使用しない
phoneNumber_tertiary|String|Deposit,Withdrawal,InformationChange|口座の登録電話番号（副々）。半角数字のみ（ハイフンは含めない）。国番号を含めた国際電話番号の形式。数字のみで構成し「+」や「-」は使用しない
preferredIp|String|All|優先IPアドレス
provider|String|All|IPアドレスから導出したプロバイダ名
province|String|All|IPアドレスから導出した州
relatedAccountCountry|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の銀行の国コード
relatedAccountHolder|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座名義人姓名。姓名の間にスペースを可能なら入れるのが望ましい。
relatedAccountHolderFamilyName|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座名義の姓。
relatedAccountHolderFamilyNameKana|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座名義人の姓のふりがな。半角（日本語は半角カタカナ）
relatedAccountHolderFirstName|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座名義の名。
relatedAccountHolderFirstNameKana|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座名義人の名のふりがな。半角（日本語は半角カタカナ）
relatedAccountHolderIsForeign|Boolean|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の持ち主が外国籍かどうか。外国籍の場合はtrue。
relatedAccountHolderKana|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座名義人姓名のふりがな。半角（日本語は半角カタカナ）。
relatedAccountHolderPersonality|String|AddRelatedAccount,DeleteRelatedAccount|紐づき口座名義人から判別した法人格の種類。individual: 個人, sole_proprietor: 個人事業主, legal_person: 法人, other: その他
relatedAccountIsCorporate|Boolean|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座が法人名義の口座かどうか。法人の場合true
relatedAccountNumber|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座番号。7桁の数字
relatedAccountType|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の口座種別
relatedAccountsChangeCountLast10Mins|Float|All|過去10分間の紐付き口座変更回数
relatedAccountsChangeCountLast1Day|Float|All|過去1日の紐付き口座変更回数
relatedAccountsChangeCountLast1Hour|Float|All|過去1時間の紐付き口座変更回数
relatedAccountsChangeCountLast1Month|Float|All|過去1か月の紐付き口座変更回数
relatedAccountsChangeCountLast1Week|Float|All|過去1週間の紐付き口座変更回数
relatedAccountsChangeCountLast6Hour|Float|All|過去6時間の紐付き口座変更回数
relatedAccountsLatestChangeTime|Object|All|紐付き口座の直近の変更日時を表すUNIXタイムスタンプ
relatedAccountsLatestChangeTimeFloat|Float|All|紐付き口座の直近の変更日時を表すUNIXタイムスタンプ
relatedBankCode|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の銀行コード
relatedBranchCode|String|AddRelatedAccount,DeleteRelatedAccount|紐付け先口座の支店コード。一般的には3桁の数字
remitteeAccountHash|String|Withdrawal,Deposit|仕向先口座のハッシュ値
remitteeAccountHolder|String|Withdrawal,Deposit|仕向先口座の口座名義人姓名。姓名の間にスペースを可能なら入れるのが望ましい。
remitteeAccountHolderFamilyName|String|Withdrawal,Deposit|仕向先口座の口座名義の姓。
remitteeAccountHolderFamilyNameKana|String|Withdrawal,Deposit|仕向先口座の口座名義人の姓のふりがな。半角（日本語は半角カタカナ）
remitteeAccountHolderFirstName|String|Withdrawal,Deposit|仕向先口座の口座名義の名。
remitteeAccountHolderFirstNameKana|String|Withdrawal,Deposit|仕向先口座の口座名義人の名のふりがな。半角（日本語は半角カタカナ）
remitteeAccountHolderIsForeign|Boolean|Withdrawal,Deposit|仕向先口座の持ち主が外国籍かどうか。外国籍の場合はtrueをセット。
remitteeAccountHolderKana|String|Withdrawal,Deposit|仕向先口座の口座名義人姓名のふりがな。半角（日本語は半角カタカナ）。姓名の間にスペースを可能なら入れるのが望ましい。
remitteeAccountHolderPersonality|String|Withdrawal,Deposit|仕向先口座名義人から判別した法人格の種類。individual: 個人, sole_proprietor: 個人事業主, legal_person: 法人, other: その他
remitteeAccountNumber|String|Withdrawal,Deposit|仕向先口座の口座番号。7桁の数字。
remitteeAccountType|String|Withdrawal,Deposit|仕向先口座の口座種別
remitteeBankCode|String|Withdrawal,Deposit|仕向先口座の銀行コード
remitteeBranchCode|String|Withdrawal,Deposit|仕向先口座の支店コード。一般的には3桁の数字
remitteeCountry|String|Withdrawal,Deposit|仕向先口座の銀行の国コード
remitteeIsCorporate|Boolean|Withdrawal,Deposit|仕向先口座が法人名義の口座かどうか。法人の場合true
remitterAccountHash|String|Withdrawal,Deposit|仕向元口座のハッシュ値
remitterAccountHolder|String|Withdrawal,Deposit|仕向元口座の口座名義人姓名。姓名の間にスペースを可能なら入れるのが望ましい。
remitterAccountHolderFamilyName|String|Withdrawal,Deposit|仕向元口座の口座名義の姓。
remitterAccountHolderFamilyNameKana|String|Withdrawal,Deposit|仕向元口座の口座名義人の姓のふりがな。半角（日本語は半角カタカナ）
remitterAccountHolderFirstName|String|Withdrawal,Deposit|仕向元口座の口座名義の名。
remitterAccountHolderFirstNameKana|String|Withdrawal,Deposit|仕向元口座の口座名義人の名のふりがな。半角（日本語は半角カタカナ）
remitterAccountHolderIsForeign|Boolean|Withdrawal,Deposit|仕向元口座の持ち主が外国籍かどうか。外国籍の場合はtrueをセット。
remitterAccountHolderKana|String|Withdrawal,Deposit|仕向元口座の口座名義人姓名のふりがな。半角（日本語は半角カタカナ）。姓名の間にスペースを可能なら入れるのが望ましい。
remitterAccountHolderPersonality|String|Withdrawal,Deposit|仕向元口座名義人から判別した法人格の種類。individual: 個人, sole_proprietor: 個人事業主, legal_person: 法人, other: その他
remitterAccountNumber|String|Withdrawal,Deposit|仕向元口座の口座番号。7桁の数字。
remitterAccountType|String|Withdrawal,Deposit|仕向元口座の口座種別
remitterAndRemitteeTransferCountPerThreshold|Float|Withdrawal|仕向元先組み合わせでの閾値日数あたりの送金回数 閾値日数はjp.caulis.nimt.customfunction.sideeffect.CalculationContextConfigurator.SettingThresholdKey.RemitterAndRemitteeAbnormallyCountTransfer_ThresholdOfDaysで指定する
remitterBankCode|String|Withdrawal,Deposit|仕向元口座の銀行コード
remitterBranchCode|String|Withdrawal,Deposit|仕向元口座の支店コード。一般的には3桁の数字
remitterCountry|String|Withdrawal,Deposit|仕向元口座の銀行の国コード
remitterIsCorporate|Boolean|Withdrawal,Deposit|仕向元口座が法人名義の口座かどうか。法人の場合true
sessionId|String|All|セッションID
siteId|Float|All|サイトID
status|String|All|API呼び出しの結果ステータス
terminalId|String|All|3rdPartyCookieによる端末ID
terminalIdFirstParty|String|All|1stPartyCookieによる端末ID
timestamp|Object|All|エンドユーザーのリクエスト日時もしくはNIMTD-APIの処理日時のUNIXタイムスタンプ(Object型)
